Degree Centrality,Betweenness Centrality,Closeness Centrality,Pagerank,Hubs,Authorities
0.039473684210526314,0.004670426065162906,0.38974358974358975,0.009960154975794236,0.0066982166331082844,0.006698216633108276
0.3026315789473684,0.21577153256100623,0.5891472868217055,0.06577369735596003,0.05054327741503634,0.050543277415036315
0.039473684210526314,0.00011695906432748537,0.3838383838383838,0.009486775751993097,0.00902226192968345,0.009022261929683442
0.02631578947368421,0.0,0.4,0.006720006035124219,0.010862333524055485,0.010862333524055502
0.02631578947368421,0.0,0.39378238341968913,0.006713945160199411,0.010775183688499697,0.010775183688499715
0.039473684210526314,0.004754385964912279,0.41081081081081083,0.009935058058845016,0.01163084572078973,0.011630845720789734
0.039473684210526314,0.00045973909131803866,0.41304347826086957,0.009180689826121422,0.01271974486092762,0.01271974486092762
0.013157894736842105,0.0,0.36363636363636365,0.004383610241260009,0.00483054220932359,0.004830542209323591
0.02631578947368421,0.0023391812865497076,0.3838383838383838,0.007361166859311189,0.006408236869215914,0.006408236869215904
0.02631578947368421,0.0,0.40641711229946526,0.00685852704375493,0.011025121663396515,0.011025121663396507
0.02631578947368421,0.0,0.37254901960784315,0.007693697712407179,0.005298489759386571,0.005298489759386562
0.02631578947368421,0.0018288777499303813,0.36893203883495146,0.00725748275511233,0.0056055623571717806,0.005605562357171781
0.013157894736842105,0.0,0.37254901960784315,0.004283123340999882,0.005624400015651696,0.005624400015651711
0.02631578947368421,0.004038429406850458,0.38190954773869346,0.007672368822626822,0.005305905499914108,0.005305905499914103
0.05263157894736842,0.006534391534391534,0.40641711229946526,0.012409565088801843,0.01223280826240652,0.012232808262406553
0.02631578947368421,0.0,0.4175824175824176,0.006897463603847029,0.01054571739066222,0.010545717390662205
0.3157894736842105,0.22528899073635902,0.59375,0.06880248662731726,0.05139845569371082,0.05139845569371082
0.039473684210526314,0.0,0.4393063583815029,0.00929408533696299,0.015855663872720107,0.015855663872720104
0.02631578947368421,0.0,0.37438423645320196,0.007173140283975955,0.006232692955301057,0.006232692955301062
0.02631578947368421,0.0,0.3781094527363184,0.006707843377187084,0.008646533013852355,0.008646533013852363
0.02631578947368421,0.0,0.41530054644808745,0.006857202642838653,0.010617730364316319,0.010617730364316314
0.06578947368421052,0.00046191868560289614,0.4578313253012048,0.013915355757467416,0.02433940874723143,0.024339408747231457
0.039473684210526314,0.004447786131996658,0.38578680203045684,0.010043797836771123,0.007061821343385251,0.007061821343385238
0.02631578947368421,0.0,0.37254901960784315,0.007693697712407179,0.005298489759386571,0.005298489759386562
0.039473684210526314,0.004446545657071972,0.3877551020408163,0.010142739866923762,0.007605067660174982,0.007605067660174963
0.02631578947368421,0.001411006147848253,0.37438423645320196,0.007238598517036381,0.00594380991598872,0.005943809915988714
0.02631578947368421,0.0,0.40641711229946526,0.006718681634207943,0.010454942224975285,0.010454942224975308
