Average Clustering Coefficient,Center,Radius,Medium Distance,Transitivity,Omega,Sigma
0.1651253164742771,"['Gianluca Demartini', 'Kevin Roitero', 'Michael Soprano', 'Stefano Mizzaro']",2,2.651742993848257,0.14793856103476152,0.0035572543999302653,0.9172501532921692
0.3986828072485893,"['Gianluca Demartini', 'Kevin Roitero', 'Michael Soprano', 'Stefano Mizzaro']",2,2.4637730690362267,0.1581419624217119,0.27092442565127395,1.0083607854908678
