Average Clustering Coefficient,Center,Radius,Medium Distance,Transitivity,Omega,Sigma
0.1651253164742771,"['Gianluca Demartini', 'Kevin Roitero', 'Michael Soprano', 'Stefano Mizzaro']",2,2.651742993848257,0.14793856103476152,-0.004562423015983641,0.9097083190697436
0.36787059668482597,"['Gianluca Demartini', 'Kevin Roitero', 'Michael Soprano', 'Stefano Mizzaro']",2,2.471291866028708,0.16331923890063424,0.34261899159389253,1.0243949926619527
