Degree Centrality,Betweenness Centrality,Closeness Centrality,Pagerank,Hubs,Authorities
0.013157894736842105,0.0,0.36363636363636365,0.005234698187034612,0.00716616188799989,0.007166161887999881
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761327,0.006556396277761331
0.05263157894736842,0.0,0.4393063583815029,0.015760920994494918,0.027952221628572516,0.027952221628572513
0.02631578947368421,0.0,0.38,0.008528591769052123,0.0149117075213432,0.014911707521343185
0.02631578947368421,0.0,0.3958333333333333,0.009034146746492184,0.01343602863319832,0.013436028633198312
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503781,0.0058202866255037755
0.02631578947368421,0.0,0.38,0.008528591769052123,0.0149117075213432,0.014911707521343198
0.013157894736842105,0.0,0.3671497584541063,0.005241945530069459,0.0077455456333433105,0.007745545633343309
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.006484117829467988,0.0064841178294679875
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730332,0.006951910803730329
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730332,0.006951910803730326
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761327,0.006556396277761332
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.006484117829467988,0.006484117829467986
0.2763157894736842,0.3413224728487886,0.5390070921985816,0.0949311546139215,0.04893412909649859,0.0489341290964986
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.006484117829467988,0.006484117829467988
0.11842105263157894,0.0415889724310777,0.49673202614379086,0.034055874053855614,0.043469045121607354,0.04346904512160735
0.05263157894736842,0.0012865497076023388,0.41304347826086957,0.015275800067560996,0.02656608804100413,0.026566088041004125
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761327,0.006556396277761328
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761327,0.006556396277761331
0.2763157894736842,0.2734360902255639,0.5205479452054794,0.08723342627726263,0.054515297846973496,0.05451529784697349
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503781,0.005820286625503779
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730332,0.006951910803730329
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.006484117829467988,0.006484117829467985
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730332,0.00695191080373033
0.05263157894736842,0.011578947368421055,0.4550898203592814,0.016169630430182717,0.027001860892045416,0.027001860892045402
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503781,0.00582028662550378
0.2763157894736842,0.3312690058479531,0.5801526717557252,0.09145296783478074,0.05512297976150031,0.05512297976150028
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730332,0.00695191080373033
0.013157894736842105,0.0,0.36363636363636365,0.005234698187034612,0.00716616188799989,0.007166161887999889
0.013157894736842105,0.0,0.36363636363636365,0.005234698187034612,0.00716616188799989,0.007166161887999885
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503781,0.005820286625503779
0.013157894736842105,0.0,0.3671497584541063,0.005241945530069459,0.0077455456333433105,0.007745545633343309
0.013157894736842105,0.0,0.36363636363636365,0.005234698187034612,0.00716616188799989,0.0071661618879998905
0.013157894736842105,0.0,0.3333333333333333,0.005164588133181427,0.005170262690192943,0.005170262690192943
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503781,0.005820286625503778
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.006484117829467988,0.0064841178294679875
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503781,0.005820286625503782
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503781,0.005820286625503779
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761327,0.006556396277761334
0.2631578947368421,0.21626399331662483,0.5757575757575758,0.0775016796307573,0.06512076712580044,0.06512076712580044
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761327,0.006556396277761332
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503781,0.005820286625503773
0.02631578947368421,0.0,0.39790575916230364,0.009180381173494746,0.013040514107229317,0.01304051410722932
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730332,0.00695191080373033
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730332,0.0069519108037303275
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.006484117829467988,0.0064841178294679875
0.013157894736842105,0.0,0.35185185185185186,0.005789642049724969,0.005820286625503781,0.005820286625503779
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.006484117829467988,0.006484117829467992
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730332,0.00695191080373033
0.039473684210526314,0.0,0.4222222222222222,0.01263895831680332,0.020517743062577424,0.020517743062577417
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.006484117829467988,0.006484117829467989
0.23684210526315788,0.1961127819548873,0.5671641791044776,0.06959577890405749,0.060249591389056736,0.06024959138905674
0.013157894736842105,0.0,0.36893203883495146,0.00564970906011535,0.006556396277761327,0.006556396277761322
0.013157894736842105,0.0,0.3671497584541063,0.005241945530069459,0.0077455456333433105,0.007745545633343314
0.013157894736842105,0.0,0.3671497584541063,0.005241945530069459,0.0077455456333433105,0.007745545633343308
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730332,0.00695191080373033
0.013157894736842105,0.0,0.3671497584541063,0.005503474633112789,0.006951910803730332,0.00695191080373033
0.013157894736842105,0.0,0.3438914027149321,0.005478724061431345,0.006484117829467988,0.006484117829467978
